Report generated on: 02-28-2022 14:46:31
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"","total energy consumption (quad Btu)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.44-2-SWZ-QBTU.A","        Eswatini","0.00951323567888787","0.009259176025241112","0.008163588968636774","0.00713488756257201","0.008350425437813462","0.01049797781448758","0.010090197944618559","0.011178702193855933","0.011298853584125298","0.01212987340440403","0.011767553829182762","0.012037765802006124","0.01178736100820371","0.011746730090138945","0.015210267743505004","0.014893283208348625","0.014240056584842245","0.01463614564863388","0.018117381438451322","0.018465924650893095","0.021392374576164913","0.02157579392563363","0.022229676490207993","0.020445064684852344","0.01986526521933595","0.02058299648876495","0.02031416205734834","0.021360671390854652","0.021282756284154457","0.020606556993907926","0.019668499868335264","0.019725023382390166","0.01994053499056366","0.018645948167902698","0.019913994751290895","0.020173330140776623","0.020730140523619562","0.021229922721868515","0.02295121179544018","0.022245642557582313"
"INTL.44-2-ETH-QBTU.A","        Ethiopia","0.0301356069535035","0.030400575921870406","0.033249864643651365","0.0379954320943446","0.0386581217441165","0.04553366190672868","0.044629041","0.0501479165","0.0492201974","0.051756831","0.0528076195","0.0457840975","0.0615912662","0.058930359","0.0441430045","0.0473581315","0.0397631888","0.040068632","0.052113760283","0.0618049405","0.06587000156000009","0.071721468628846","0.07368643078634142","0.07969743918769182","0.08521532007711487","0.09785504205538369","0.1073837754736525","0.11886652296916689","0.1244383793006392","0.128663272965179","0.14258207172434054","0.1611108068978693","0.17946878927416515","0.2095696567724301","0.23743816953028946","0.2501659067380715","0.29002139567889446","0.29354108422486935","0.3079046062537004","0.3608705784410121"
"INTL.44-2-GAB-QBTU.A","        Gabon","0.02844127151230008","0.03165348021861593","0.030223622453985355","0.04062871085842736","0.037113828725408415","0.03207981222232535","0.028775303","0.0332966575","0.0351429222","0.0438129895","0.043142131","0.0443546515","0.0455701829","0.0431596625","0.0443031215","0.041509044","0.0432778919","0.0454205225","0.0443573475","0.051223672","0.03916255990981598","0.04225939680982403","0.042270081924816","0.04111727396600401","0.041901229558167996","0.04486057521458598","0.046012280083873994","0.04572434806747802","0.04666595692354802","0.046166591064018","0.053800409601600006","0.055060853218800006","0.0689955230586","0.0697116137124","0.07278618708960001","0.0699670627908","0.0693386187809","0.06778737626517","0.05966583062303","0.05819153204367"
"INTL.44-2-GMB-QBTU.A","        Gambia, The","0.002234120158423656","0.00222801600498534","0.00222801600498534","0.00222801600498534","0.002437221986738268","0.00243056291027177","0.0021970465805","0.0026748933312","0.00268210675398","0.0026748933312","0.0026875953312","0.0026748933312","0.00268210675398","0.0028875058312","0.00332807460995","0.0030792403312","0.00308756155398","0.0030792403312","0.0032861953312","0.00328621042","0.004318428380000001","0.004704081169999999","0.0046841849400000085","0.0046841849400000085","0.00494314093","0.004995011350000006","0.005427630859999995","0.005630093569999994","0.0058486596600000095","0.006283722610000003","0.0068539299150000045","0.007205062201000009","0.007024029246000002","0.006990756859999999","0.007728762521999982","0.0079098889","0.0079736192","0.008110574095745109","0.008165092350134595","0.0083266765"
"INTL.44-2-GHA-QBTU.A","        Ghana","0.08643518171220921","0.0831280071093816","0.0829144238639113","0.05496733052596161","0.0510579163541692","0.05928695611596161","0.0775350475","0.085044085","0.093189122","0.102823081","0.1001634765","0.104060881","0.1131823988","0.1113902225","0.1147121265","0.1166405735","0.1232500498","0.1213286345","0.094913733","0.1153233415","0.14203842621749402","0.14285893862910787","0.13076614401697398","0.119742463522912","0.1414506217615099","0.14536701311413586","0.14141716372161","0.13345980784482203","0.15769344741482189","0.181376903098566","0.18690646788921184","0.23497211195272993","0.24112420068970788","0.25344994473520316","0.25718157059722985","0.2804650656182152","0.2838740627237686","0.28387353928318776","0.3200541851521981","0.3419199201387959"
"INTL.44-2-GIN-QBTU.A","        Guinea","0.01359925444446358","0.013361117199814115","0.01357606682322745","0.013853238242407764","0.013895419774130526","0.01306643716236102","0.0158047700735","0.01685961167","0.0170867046","0.01653459845","0.021813664","0.01721580514","0.0177435028","0.0185555745","0.018769201","0.0186695465","0.0187620078","0.019802394","0.020233868","0.021101755","0.026547342620000008","0.02908627792000002","0.030303924869999995","0.029442593679999993","0.03183815089000001","0.032177259699999995","0.03271904358999998","0.0347345545","0.0350736520246","0.036816948335","0.04213756815059999","0.0429237612602","0.04164074237820001","0.037046214159799994","0.03828786120399998","0.0464622776","0.05234317168","0.0526772865692134","0.04806962625893243","0.0528053037"
"INTL.44-2-GNB-QBTU.A","        Guinea-Bissau","0.001222341347793432","0.00121900161733498","0.00121900161733498","0.00121900161733498","0.001629788463912456","0.00182850242600247","0.0015727762035","0.0027143102725","0.0031210397094","0.0031568328415","0.003860039761","0.003860039761","0.0041005833702","0.004492949761","0.004492949761","0.004492949761","0.0043128633702","0.004492949761","0.004492949761","0.004492951","0.0034012704752000014","0.0034637945502999997","0.0035386053659999996","0.0041139916277999995","0.004256625213200002","0.004311453636799998","0.004409736560400001","0.004685315104","0.004563102732599998","0.004727616740400001","0.004851532334800001","0.004922659493","0.005019561319200001","0.00513822384","0.005398677245000002","0.005584486999999999","0.0058140352","0.004705706603782803","0.004727866250029845","0.0047274664"
"INTL.44-2-KEN-QBTU.A","        Kenya","0.10027400292862558","0.10075529731599282","0.10071169585838381","0.09876487896654254","0.09777357034478375","0.10286576829073749","0.10799770449529521","0.09908041828261913","0.11267805032004984","0.12157467749664731","0.12261246358788301","0.11370488563813942","0.12312719614464804","0.12701771974335288","0.12980801706178013","0.1379135605483502","0.14429816898923797","0.13414368030745308","0.14781433005406722","0.1402686469645024","0.1557341882160746","0.15855712602880653","0.159978240139961","0.15219521191241447","0.1636240976183501","0.17784597648572695","0.1951006051651684","0.19652866287405946","0.19398497368214904","0.2118912941082484","0.2300454720664686","0.23776726993654254","0.23446880892875827","0.24806045360755766","0.26609000920884146","0.3047651254790978","0.31652577766429923","0.3226559840290502","0.35218606028387617","0.33172224018206303"
"INTL.44-2-LSO-QBTU.A","        Lesotho","0.002040178513245792","0.00203460425501288","0.00203460425501288","0.00203460425501288","0.002040178513245792","0.00223806467432479","0.002347506041","0.002347506041","0.0015797973858","0.002347506041","0.003002610041","0.003050378041","0.0031760014","0.003281705","0.0036481615","0.0036959295","0.0037405586","0.0036754575","0.0031976995","0.0046663215","0.008468738649999996","0.00861512075","0.008894866340000003","0.009063094485000003","0.008979009400999998","0.010629864373999997","0.011253353853000006","0.013580600299557991","0.012302559398999992","0.014051588591000003","0.015030857554999994","0.013571111257000005","0.014241141853999995","0.014465902466999993","0.01483804963440001","0.0144930047532","0.015681406096","0.01669407169920085","0.016375008096","0.0166258239"
"INTL.44-2-LBR-QBTU.A","        Liberia","0.031578085882236456","0.029186340499328577","0.029333011195288576","0.029270503500648574","0.026138598823246314","0.026451195870177337","0.0208991673705","0.016376608421","0.0203838048","0.017034545261","0.008196495261","0.0046169818345","0.0048414222702","0.005342852261","0.005342852261","0.005342852261","0.0055496139702","0.005534586761","0.005726321261","0.0057263225","0.006452131059999992","0.00688155439610001","0.006788356651317994","0.007434339322998995","0.008064536772329","0.009439875087609004","0.009669227405439991","0.009024870152197984","0.007995724924009","0.0072985200341560055","0.011491141051876999","0.012794749734200004","0.014190968586640994","0.012552892222259998","0.016530062061920005","0.016590671999999997","0.0190742968","0.016485543800151877","0.018726501674113855","0.0187257017"
"INTL.44-2-LBY-QBTU.A","        Libya","0.40174913942304047","0.3597823395431923","0.3558919139443815","0.38314697776651163","0.38368096730586165","0.42198516922896256","0.441353565","0.45382107","0.464662602","0.480776675","0.5080350488006234","0.53037076","0.494933784","0.5127366618","0.53010922","0.55351648","0.5849966781","0.61601398725","0.59283028225","0.5351661182","0.7266028392223243","0.732451875990076","0.755049482621294","0.7439024658469381","0.7620926880250921","0.7881406728920016","0.7226826905619839","0.71790923053051","0.7453200840085679","0.8529910857094973","0.8995164089","0.5903689212574","0.7356008888459146","0.791176500292","0.7726901625447999","0.61490042645","0.60186530566653","0.59576894912953","0.6262262829923989","0.598120047960299"
"INTL.44-2-MDG-QBTU.A","        Madagascar","0.01881980914565077","0.016764851529448416","0.015410970083042187","0.01985748080530163","0.01986339465711128","0.021055918818800916","0.01493318761552831","0.020683192772058327","0.022531579904346104","0.016915509113458158","0.016709519547024244","0.017310223874198713","0.01873611486795695","0.018940159953058314","0.02059155608605832","0.021608567272141572","0.022222078682021442","0.022737722548231563","0.023099035483228017","0.02315728569754796","0.032712763998950754","0.032102092903118946","0.024797532952304847","0.03173679077737315","0.03451888036982742","0.03340727139420829","0.032899073815685756","0.035111233562463456","0.03720025710541156","0.032821359350097126","0.03479468966301846","0.03899453761629925","0.04605417437845763","0.048314850911887156","0.052471066972691466","0.057384188045987806","0.06016032213724243","0.05520974018919229","0.05310320234555848","0.06225729073315466"
"INTL.44-2-MWI-QBTU.A","        Malawi","0.01209756454979874","0.012662072546558713","0.011972556615028395","0.011151615718111605","0.011081126332811433","0.01223180762931501","0.012115874196842973","0.012663966238132318","0.012700326718751626","0.01429417126067434","0.016059420309784172","0.018356808145351282","0.018620318219328913","0.018206557564795358","0.019325197367284174","0.020124956330295356","0.02041975827825062","0.02053893655222825","0.02179079147825062","0.021512755253746862","0.023240582324817467","0.02283399254995507","0.022563207168905662","0.023703918353692555","0.02528018987424347","0.024599833002902582","0.02541000414241501","0.025335214288664913","0.028881199131249972","0.02688418586489783","0.03223872521232713","0.03245880287426425","0.03259609902941162","0.03314664811178003","0.034114557173360545","0.03285898160750097","0.034625547251720235","0.035637471829897814","0.033968149761960255","0.03369649196298597"
"INTL.44-2-MLI-QBTU.A","        Mali","0.007008037175900312","0.00902920088877239","0.00722671149580318","0.00741248323005318","0.007534352902830312","0.008131396104008275","0.0067353247195","0.007647784","0.00489216301156","0.00831929246","0.00846218046","0.0084796596","0.009135476668","0.00921276796","0.00923492596","0.00926498196","0.009599039868","0.00972584496","0.00994453846","0.009951216","0.015023530829999998","0.01520079042","0.015395306939999992","0.015452074239999994","0.016043583260000018","0.018381028269999995","0.02119319191000001","0.02440216000000001","0.02919989909000001","0.03631205315999999","0.039701780679999986","0.04284708907999999","0.04559236231999999","0.04821667700999996","0.05287054275999996","0.05888516955","0.07443715014","0.08116000335994046","0.08453687591994047","0.086468843"
"INTL.44-2-MRT-QBTU.A","        Mauritania","0.009055850034172159","0.00868420835803808","0.008777992016642996","0.008801142111767912","0.012930200927421732","0.012854480429223422","0.007391753272484009","0.01019274479232172","0.013136036415659432","0.01511687809810355","0.01358359541882172","0.014210433967240577","0.04605724475522309","0.04714314914320561","0.04701418110615012","0.04770316417376206","0.04826815598972418","0.048314287830152555","0.048502712908347796","0.04850380048654305","0.017211029194200013","0.017964219124300004","0.019281776160800013","0.019946957918999995","0.021497847292500004","0.022226473383999995","0.021662172467500004","0.024663490032999984","0.03033339284999999","0.030104492653000005","0.029881249176","0.032157157067","0.035586755754000006","0.032205113005","0.03864373813899991","0.0391694157","0.0363855436","0.0550225672","0.0587444909","0.0614039489"
"INTL.44-2-MUS-QBTU.A","        Mauritius","0.013572420768018808","0.01203399102958","0.01196662468271065","0.01241975695125638","0.013406691450165256","0.014329128482701249","0.017803110968425104","0.015734786846808128","0.021026021877446503","0.02445504496778673","0.027109842468425106","0.027460168216169756","0.03282455610310592","0.03306954959004208","0.03295790827697824","0.03529378027697824","0.0353604052774465","0.03572841459906348","0.03672229927246754","0.040505015923318115","0.05483053383484914","0.05596132591391262","0.05497420199101887","0.05616677808182739","0.057884794324551","0.06203342719476317","0.06475397828403888","0.06720847338442115","0.06916426874237801","0.06672485793821534","0.0718825660136124","0.07368139920363237","0.07429350972941848","0.07532961797959482","0.07762993983372854","0.08051611041600559","0.08370223981828266","0.09183275648406224","0.09692983400828091","0.10084678090302192"
"INTL.44-2-MAR-QBTU.A","        Morocco","0.21624771018246586","0.20716012528425468","0.20915162961646888","0.215680625142016","0.2040160980000692","0.21992864302742718","0.23744229617246151","0.24025338210416103","0.2553051179809528","0.285048569520164","0.2977784447362772","0.3056987108641044","0.32755690471857474","0.33521314867343854","0.37099480932494927","0.372227563308336","0.37734077096731883","0.3921970634674047","0.39312379631635075","0.4138583395329098","0.41424318751607336","0.4381581261458205","0.44602496494958443","0.45371708606600636","0.521379086763216","0.5623179019835715","0.5828650674837319","0.6172130447772244","0.6377315383894144","0.6722550466322447","0.7217997286305773","0.7477910665539814","0.7621150717493599","0.7801710923997431","0.7996269297982388","0.8060164894275421","0.794476803322397","0.8419498086694025","0.8545051870723844","0.896850428975055"
"INTL.44-2-MOZ-QBTU.A","        Mozambique","0.16651762667957315","0.05798837632936663","0.05718645609319335","0.08042891957502335","0.03016416759931304","0.02918128339302335","0.0154161245805","0.0155671450805","0.0225923588","0.0182586225","0.0186449655","0.0191332469205","0.0188833975856","0.0203695005805","0.0197004435805","0.0207673295805","0.0217067727856","0.0258204260805","0.0320567623","0.0777872593","0.10674074406999999","0.13505811524","0.13270845022","0.13474864526","0.13758707024","0.15099776501","0.16453774026999998","0.18363115915","0.17081751634","0.18462464884999993","0.18545791395000005","0.20922375613999997","0.22488520632999998","0.23886226250915052","0.26346228351524115","0.2897970552817567","0.29522600391737214","0.2968098206430309","0.24461562020827626","0.24634026197587583"
